"text-light 2","air3-link","air3-link href","job-tile-info-list","job-tile-info-list 2","mr-1","job-tile-info-list 3","mb-0","highlight","highlight 2","air3-token","air3-token 2","air3-token 3","air3-token 4","air3-token 5","air3-token 6","air3-token 7"
"5 days ago","Skilled Front-End Developer for Dynamic UI Creation","https://www.upwork.com/jobs/Skilled-Front-End-Developer-for-Dynamic-Creation_~021915863572500403084/?referrer_url_path=/nx/search/jobs/","Fixed price","Expert","Est. budget:","$500.00","Job Title:
Front-End Developer (Animation Specialist)

Job Summary:
We are seeking a skilled Front-End Developer with 3+ years of experience in front-end development, specializing in creating dynamic, animated user interfaces. The ideal candidate will have expertise in GSAP, Framer Motion, Tailwind CSS, and /Next.js.

Key Responsibilities:
- Develop high-performance animations using GSAP and Framer Motion
- Build reusable UI components with /Next.js and style them using Tailwind CSS
- Optimize animations for performance and responsiveness across devices and browsers
- Collaborate with designers to implement pixel-perfect, animated interfaces
- Debug and troubleshoot animation and performance issues

Technical Requirements:

Core Skills:
- 3+ years of experience in front-end development
- Proficiency in  or Next.js
- Strong expertise in GSAP and Framer Motion
- Advanced knowledge of Tailwind CSS

Animation Expertise:
- Experience with scroll-triggered animations, parallax effects, and interactive transitions
- Familiarity with SVG animations and 3D transformations

Performance Optimization:
- Knowledge of lazy loading, code splitting, and bundle optimization

Tools:
- Proficiency in Git for version control
- Familiarity with Figma or Sketch for design collaboration

Soft Skills:
- Excellent communication and collaboration abilities
- Attention to detail and ability to meet deadlines

Nice-to-Have Skills:
- Experience with Three.js or WebGL
- Knowledge of TypeScript

Qualifications:
- A strong portfolio showcasing animation and front-end development projects","React.js","React.js","Next.js","Tailwind CSS","CSS","HTML","JavaScript","HTML5","Web Design"
"5 days ago","React Project Styling and UI Design with TailwindCSS (No Logic Implementation Required)","https://www.upwork.com/jobs/React-Project-Styling-and-Design-with-TailwindCSS-Logic-Implementation-Required_~021915858826418934668/?referrer_url_path=/nx/search/jobs/","Fixed price","Intermediate","Est. budget:","$100.00","I have a React project that is fully functional with all the necessary logic in place, but I need someone to help with the UI/UX design and styling. The project is an application for reading books chapter by chapter, and it is structured with several pages. All the functionality is already implemented, so I need help making it visually appealing and polished.

The following pages need to be styled:
	•	Home (/)
	•	Story Page (/historia/:history)
	•	Fragment Page (/historia/:history/fragment/:fragmentId)
	•	Pay Fragment Page (/paga-historia)
	•	Login Page (/login)
	•	Sign Up Page (/signup)
	•	Pricing Page (/pricing)
	•	Search Page (/search)

The most complicated part is the Home page, which includes a main carousel that should stand out and look visually striking. We also want several secondary carousels in a style similar to Netflix (clean, modern, and engaging). The styling for the carousels and the general page layout is essential to create a visually compelling experience.

I would like the styling to be done using TailwindCSS, so experience with Tailwind is essential. The goal is to make the app visually appealing, user-friendly, and responsive across all screen sizes.

Requirements:
	•	Strong experience with  and TailwindCSS
	•	Ability to create responsive and modern UI designs using Tailwind, with special attention to carousels
	•	Experience designing for applications with a “Netflix-style” carousel layout
	•	Attention to detail to ensure the design is cohesive and visually appealing
	•	Clean and well-organized code

If you’re interested, please send me examples of similar work you’ve done in the past, particularly React projects where you’ve styled the UI with TailwindCSS and designed carousel elements.

Looking forward to hearing from you!","React.js","","React","Responsive Design","UX & UI","Tailwind UI","","",""
"5 days ago","Frontend/ Developer needed for Debugging & UI Fixes for E-commerce Brand","https://www.upwork.com/jobs/Frontend-span-class-highlight-React-span-Developer-needed-for-Debugging-amp-Fixes-for-commerce-Brand_~021915857797832987532/?referrer_url_path=/nx/search/jobs/","Fixed price","Expert","Est. budget:","$50.00","We need an experienced Frontend developer /  developer to help us debug UI glitches, fix rendering errors, and restore mobile responsiveness on our shopping site. It’s a short project with a quick turnaround before our launch Day.

If you are a  expert and can pull this off, apply. Make sure to include your samples for assessment before we reach out.","React.Js","React.js","React Bootstrap","Front-End Development","JavaScript","React","HTML5","Web Design","Web Development"
"5 days ago","Need an experienced Full Stack Developer (React, Tailwind CSS, Django)","https://www.upwork.com/jobs/Need-experienced-Full-Stack-Developer-React-Tailwind-CSS-Django_~021915819802577290674/?referrer_url_path=/nx/search/jobs/","Fixed price","Expert","Est. budget:","$100.00","Description:
I’m looking for a skilled developer to help me add a few small features to an existing web application built with React (frontend) and Python/Django (backend).

🔧 Project Details:
Frontend: , Tailwind CSS
Backend: Python, Django (with Django REST Framework)
Task: Add minor frontend components and backend logic (e.g., forms, buttons, validations, API tweaks, etc.)

✅ Requirements:
Strong experience with  and Django
Ability to quickly understand existing codebases
Comfortable with frontend/backend integration (API requests & responses)
Write clean, maintainable code
Good communicator and reliable

⏱️ Scope & Timeline:
Small task-based project
Quick turnaround preferred (1–3 days depending on scope)
Potential for future work if things go well

📌 To Apply:
Please share:
A short intro and relevant experience
Links to similar work (GitHub, portfolio, or live links)
Your availability and rate (hourly or fixed)
Looking forward to working with someone reliable and efficient!","React.js","React.js","Tailwind CSS","Python","Django","API Integration","React","JavaScript",""
"5 days ago","MVP Build: Chrome Extension + Real-Time Trigger Assistant for Zoom/Meet Calls","https://www.upwork.com/jobs/MVP-Build-Chrome-Extension-Real-Time-Trigger-Assistant-for-Zoom-Meet-Calls_~021915806638818237885/?referrer_url_path=/nx/search/jobs/","Hourly: $25.00 - $47.00","Expert","Est. time:","1 to 3 months, Less than 30 hrs/week","I'm looking for a freelance developer (or small team) to build an MVP for a real-time coaching assistant that works during Zoom and Google Meet video calls.

The core functionality:
Capture microphone/system audio in real time.
Transcribe speech during calls using an API like Deepgram, AssemblyAI, or Whisper.
Detect key objection phrases (e.g., “I need to think about it”, “I’m not ready”).
Display a floating coaching prompt during the live call via a Chrome Extension or lightweight overlay.
(Optional) Log tagged objection moments to a Firebase or Airtable database.

Key Features:
Chrome Extension or in-browser overlay
Real-time transcription streaming
Keyword or NLP-based objection detection
Lightweight prompt delivery (minimal UI, responsive)
Post-call summary tagging (optional for Phase 1)

Tech Stack Preference:
Frontend: JavaScript,  (or simple HTML/CSS/JS)
Backend: Node.js, Firebase (or similar lightweight backend)
APIs: Deepgram / AssemblyAI / Whisper for transcription
(Optional) GPT-4 for dynamic coaching prompts (Phase 2)

What I will provide:
- Detailed objection phrase library
- Sample coaching prompts for different scenarios
- UX guidance for the prompt window behavior","React.js","","Node.js","API","Google Chrome Extension","JavaScript","Websockets","",""
"5 days ago","React Developer -- SaaS Build (Full Stack Ideally)","https://www.upwork.com/jobs/React-Developer-SaaS-Build-Full-Stack-Ideally_~021915793824744812400/?referrer_url_path=/nx/search/jobs/","Hourly: $5.00 - $100.00","Expert","Est. time:","3 to 6 months, Less than 30 hrs/week","Hi, 

We're building a SaaS with react. 

We are looking for a React developer to build our SaaS and features.

We're looking for someone who is:
	•	Full stack focused – comfortable across both front-end and full-stack environments
	•	Proactive and solution-oriented – able to collaborate on architecture and technical decisions
	•	Comfortable with flexible needs – as the project details will evolve as we iterate
	•	Ability to ship fast - as we need to ship features fast and iterate quickly

🔧 Tech Stack (Tentative):

We’re still finalizing the stack, but we’re leaning toward:
	•	Front-End:  + TypeScript, possibly Next.js
	•	Styling: Tailwind CSS or shadcn/ui
	•	State Management: React Query, Zustand or Redux
	•	Back-End (TBD): Node.js / Supabase / Firebase
	•	Auth & Payments: Clerk/Auth0, Stripe
	•	Infra/DevOps: Vercel or similar for CI/CD and hosting

Ideal Candidate:

✅ Proven experience building real-time SaaS applications
✅ Ability to leverage components to speed up DEV time
✅ Ability to work independently and meet deadlines
✅ Ability to ship fast
✅ Deep understanding of best practices in scalable SaaS UI/UX, accessibility, and performance optimization
✅ Ability to create clean and scalable code
✅ Strong communicator: you’re able to share tradeoffs, propose architecture, and give product feedback

You will be given Figma designs with explications of the features to build to guide you.

Please include ""DEV55"" in your cover letter to prove you are not a bot.

We look forward to your application,","React.js","","Web Application","JavaScript","API","API Integration","Web Development","Database Architecture",""
"5 days ago","eLearning Platform Web and Mobile app Full-Stack Developers (Firebase/MongoDB + Flutter/React)","https://www.upwork.com/jobs/eLearning-Platform-Web-and-Mobile-app-Full-Stack-Developers-Firebase-MongoDB-Flutter-React_~021915780425390179762/?referrer_url_path=/nx/search/jobs/","Fixed price","Intermediate","Est. budget:","$5.00","Title:
🚀 Full-Stack Web and Mobile app Developers needed for African-based users – Web & Mobile apps (Firebase + Flutter/React)

Description:
We’re enthusiastic community helpers in Africa aiming to launch an integrated digital platform to deliver web and mobile apps of a K–12 education portal (eLearning web and mobile app like IXL.com), hoping to grow up to 6 or more eCommerce, eLearning, etc, public services online. We are looking for full-stack fulltime, part-time/freelancers to build web and mobile apps using Firebase/MongoDB  + Flutter/React. There is high probability of getting offers of similar projects in the future for ideal candidates/teams who deliver this project as per expectations. 

Responsibilities:
Develop a modular web and mobile app (single unified app)
Build with , Node.js (web) and Flutter or React Native (mobile)
Use Firebase Auth, Firestore, Functions, Storage
Integrate local mobile money API (we provide docs)
Set up subscriptions/payments per service
Collaborate in GitHub for localization and versioning, follow agile sprint planning
Required to document progress or share a demo video for future reference or operational tasks
 
Required Skills:
✅ Firebase (Firestore, Functions, Auth)
✅ Flutter or React Native
✅  / Node.js
✅ REST API integration
✅ UI/UX principles (responsive mobile-first design)

Nice to Have:
Experience of LMS systems or educational platforms or similar web and app development
Payment method integration experience

Project Duration:
The faster the better.
High chance of getting rewards of future projects based on performance.

Budget:
Milestone-based rates (see baseline milestones in the application form) 
Flexible depending on skill level
(The $5.00 budget below is just only for job posting requirement here)

Preferred Regions:
Worldwide

To Apply:
Please complete and submit this form to apply: https://docs.google.com/forms/d/1NADHA2W7I2066j68Jt6V5aCE879jKWMz-T29u4Dmuaw/edit","React.js","React.js","Firebase","React Native","React","Flutter","JavaScript","Mobile App Development","API Integration"
"5 days ago","Freelancer Needed for Cloud-Based Laboratory Information System (LIS) Development","https://www.upwork.com/jobs/Freelancer-Needed-for-Cloud-Based-Laboratory-Information-System-LIS-Development_~021915771313299430845/?referrer_url_path=/nx/search/jobs/","Fixed price","Expert","Est. budget:","$500.00","Project Title: Development of a Cloud-Based Laboratory Information System (LIS) on AWS

Job Description:
We are looking for an experienced freelancer or development team to build a scalable, secure, and easily manageable Laboratory Information System (LIS) hosted on AWS. The system should streamline laboratory operations with modules for patient registration, lab operations, and customizable test result reporting.

Key Requirements:
✅ Cloud Hosting: The system must be deployed on AWS (preferably using services like EC2, RDS, Lambda, or ECS for scalability).
✅ Patient Registration Module:

Capture patient demographics, contact details, and medical history.

Unique patient ID generation.

Search and retrieval functionality.
✅ Operation Module:

Sample tracking (barcode/QR code support preferred).

Test assignment to lab technicians.

Workflow management (sample collection → processing → analysis).
✅ Test Result Module:

Customizable report templates (PDF/Excel/Word export).

Support for dynamic fields based on test type.

Doctor/lab technician notes section.

Automated result alerts (email/SMS optional).
✅ User & Access Management:

Role-based access (Admin, Lab Staff, Doctors, Patients).

Secure login (OAuth/MFA a plus).
✅ Additional Features (Preferred):

Audit logs for tracking changes.

API for integration with EHR/EMR systems.

Mobile-responsive or dedicated mobile app (optional).

Technical Stack Preferences:
Backend: Node.js/Python (Django/Flask)/Java Spring Boot

Frontend: /Angular/Vue.js (responsive design)

Database: PostgreSQL/MySQL (AWS RDS)

Authentication: JWT/OAuth

Reporting: JasperReports/PDFKit or similar","React.js","","HTML","PHP","Web Development","CSS","API","JavaScript",""
"5 days ago","Full-Stack Developer Needed for AI-Driven SaaS Platform for Dental Clinics","https://www.upwork.com/jobs/Full-Stack-Developer-Needed-for-Driven-SaaS-Platform-for-Dental-Clinics_~021915704297829901384/?referrer_url_path=/nx/search/jobs/","Fixed price","Expert","Est. budget:","$6,500.00","We are seeking an experienced full-stack developer to create a cutting-edge SaaS platform tailored for dental clinics. This platform will incorporate AI and automation tools to streamline operations, enhance patient management, and improve overall clinic efficiency. The ideal candidate should have a strong background in both front-end and back-end development, with proven experience in delivering SaaS solutions. If you are passionate about leveraging technology to improve healthcare services, we want to hear from you!

We already have a detailed PRD, development plan, and clear milestones.
We’re open to flexible arrangements: fixed contract or potential tech partnership (equity option).","","","API","JavaScript","API Integration","React","Web Development","",""
"5 days ago","React Bug Fix – State Not Updating as Expected ($150 Fixed)","https://www.upwork.com/jobs/React-Bug-Fix-State-Not-Updating-Expected-150-Fixed_~021915735438111028148/?referrer_url_path=/nx/search/jobs/","Fixed price","Intermediate","Est. budget:","$150.00","We're urgently looking for an experienced React developer to help us resolve a state management bug in an existing  project.

🐞 Issue:

We’re dealing with a problem where component state isn’t updating properly after an API call. The data is fetched successfully, but the UI doesn't reflect the new state until a full page reload or manual re-trigger.

📌 What You’ll Do:

Debug the React component and isolate the issue (likely related to useEffect, useState, or prop updates)
Ensure state updates trigger re-render as expected
Test and confirm that updates reflect immediately after API response
Clean up any unnecessary re-renders or stale state issues

✅Skills Required:

Strong knowledge of , hooks, and lifecycle behavior
Experience debugging with Chrome DevTools or React DevTools
Understanding of asynchronous behavior and React reactivity
Comfortable working with mock API responses","React.js","React.js","React","JavaScript","CSS","HTML","Web Development","",""
"5 days ago","Developers (React + Laravel or Node.js)","https://www.upwork.com/jobs/Developers-React-Laravel-Node_~021915705104561938345/?referrer_url_path=/nx/search/jobs/","Fixed price","Intermediate","Est. budget:","$2,500.00","📄 Description

I’m developing a modern mobile-first ordering and payment system for restaurants, accessed via NFC tags placed on tables. The goal is to create a solid MVP (Minimum Viable Product) to validate the product with a few restaurants in the Canary Islands.

I'm looking for 1 or 2 freelance developers (frontend and/or backend) to build the MVP with me acting as project manager and product owner.
🧩 Tech Stack

Frontend

     (preferred) or Vue.js

    Tailwind CSS or Bootstrap

    Responsive PWA (Progressive Web App) optimized for mobile devices

Backend (choose one)

    Laravel (PHP) – preferred if you already work with PHP

    Node.js + Express – modern and scalable

Database

    MySQL / MariaDB

Cloud hosting

    DigitalOcean (preferred) or AWS Lightsail

🔗 Main Features of the MVP

    Table session via NFC (each tag links to a table ID)

    Menu browsing (already available)

    Cart and order submission per guest

    Kitchen dashboard with live order stream

    One-bill or split payment (Stripe/PayPal integration)

    Order sync with the restaurant’s POS system via REST API

    Admin panel (manage restaurant activation, license expiry)

✅ Requirements

    Experience building PWAs or mobile-responsive dashboards

    Ability to work with external REST APIs (integration with third-party POS)

    Autonomy, but also good communication for weekly check-ins

    Ability to suggest technical decisions and solve challenges independently

🌍 Preference

    Freelancers based in Italy or Spain, for time zone and language proximity

    Good written and spoken English or Italian or Spanish

📅 Start date & duration

    Start: Within 7 days

    Estimated development time: 3–4 weeks for MVP

    Possibility of ongoing collaboration if MVP works well

💰 Budget

    To be discussed based on experience and efficiency

    Prefer quality over cheapest offer – I’m a senior IT entrepreneur looking for solid partners

📩 To apply, please include:

    Link to your GitHub or portfolio

    A short message about why you’re a good fit

    Your hourly/daily rate or project estimate

    Language(s) you speak comfortably","React.js","","Tailwind CSS","React","Node.js","API Integration","Laravel","",""
"5 days ago","Full Stack Developer Needed for  && Node.js Project","https://www.upwork.com/jobs/Full-Stack-Developer-Needed-for-span-class-highlight-React-span-amp-amp-Node-Project_~021915681113186330824/?referrer_url_path=/nx/search/jobs/","Fixed price","Intermediate","Est. budget:","$1,000.00","We’re on the lookout for a talented Full-Stack Developer to bring our Simple Todo Manager MVP to life. This role requires expertise across both frontend and backend development, with a strong grasp of database integration and AWS deployment. If you enjoy turning Figma designs into beautiful, responsive, and scalable web apps - we want to meet you!

What You’ll Do:
- Develop a fully responsive web application from the ground up.
- Transform Figma designs into clean, maintainable code using  and TailwindCSS.
- Build and maintain backend services with Nest.js.
- Integrate and manage MongoDB databases.
- Deploy and manage applications on AWS (EC2, S3, Lambda, etc).
- Collaborate with the team to estimate timelines, scope, and budget.

What We’re Looking For:
- Solid experience with the MERN stack and Nest.js.
- A strong eye for detail when developing responsive web interfaces.
- Proven ability to bring Figma designs to life with precision.
- Hands-on experience deploying apps to AWS infrastructure.
- In-depth understanding of MongoDB and database management.
- Proficiency with TailwindCSS or similar modern CSS frameworks.
- Comfortable working independently and in a collaborative environment.
- Strong communication skills and accurate project estimation capabilities.


Bonus Points For:
- Experience with CI/CD pipelines or additional cloud services.
- Familiarity with other frontend frameworks/libraries.
- Knowledge of serverless architecture.","React.js","","Tailwind CSS","NestJS","React","Node.js","MongoDB","AWS Application",""
"5 days ago","Convert a Figma single-page website into a pixel-perfect responsive React site","https://www.upwork.com/jobs/Convert-Figma-single-page-website-into-pixel-perfect-responsive-React-site_~021915645543018326027/?referrer_url_path=/nx/search/jobs/","Hourly","Expert","Est. time:","Less than 1 month, Less than 30 hrs/week","# PodCast One Waitlist Page - Figma to React Conversion

## Project Overview
I'm looking for an experienced React developer to convert a finalized Figma design into a responsive, high-quality React website. This is for PodCast1, a platform for audio news lovers, and will serve as our waitlist signup page to gather early user interest before our launch.

## Skills Required
-  (latest version)
- Tailwind CSS
- Responsive web design
- Figma to code conversion
- Frontend performance optimization
- Clean, maintainable code practices

## Project Details

### What's Already Done
- Complete high-fidelity Figma design of the entire waitlist page
- All UI elements, styling decisions, and visual assets are finalized
- The page includes standard sections for a signup page with concept images and established look and feel

### What You'll Need to Do
- Convert the Figma design into clean, functional React code
- Make the site fully responsive (the Figma design is not yet made responsive)
- Optimize for performance (minimize JavaScript, reduce overall file size, optimize images)
- Maintain high visual fidelity to the original design
- Create a static site implementation (no backend integration needed)

### Technical Requirements
- Vanilla React implementation (latest version)
- Tailwind CSS for styling
- Frontend implementation only (no backend work required)
- Performance optimized (minimal JS, reduced file sizes, optimized images)
- Responsive design that works across all device sizes

### Deliverables
- Complete source code for the React implementation
- Optimized build files ready for deployment
- Documentation on how to build the project
- All deliverables provided in a GitHub repository to be transferred to me

## Timeline and Budget
- Timeline: 1 week from project acceptance
- Please include your rate and estimated hours to complete this project

## Application Requirements
When applying, please include:
1. Examples of previous Figma to React conversion projects
2. Your approach to ensuring responsive design fidelity
3. Methods you use for frontend performance optimization



I look forward to working with a developer who can deliver a pixel-perfect conversion of our design into a responsive, optimized React website!","React.js","","Tailwind CSS","React","JavaScript","","","",""
"5 days ago","Looking for a React front end developer, vue frontend developer","https://www.upwork.com/jobs/Looking-for-React-front-end-developer-vue-frontend-developer_~021915578639390090853/?referrer_url_path=/nx/search/jobs/","Hourly: $55.00 - $55.00","Expert","Est. time:","1 to 3 months, Less than 30 hrs/week","We need help with modifying our existing desktop application.

- We are looking for a  developer, or someone experienced in javascript frontend work who can rebuild the app interface while keeping the existing backend libraries and functionality. Experience with frontend vue.js is also a plus, in case adjustments are needed on that side.

Goals:

- Build a clean and simple UI
- Desktop application look & feel should reflect our brand","react.js","","AngularJS","Front-End Development","Adobe Photoshop","Next.js","Agile Software Development","Shopify",""
"5 days ago","dev for music education website","https://www.upwork.com/jobs/span-class-highlight-React-span-dev-for-music-education-website_~021915540811088062475/?referrer_url_path=/nx/search/jobs/","Hourly: $10.00 - $20.00","Intermediate","Est. time:","3 to 6 months, Not sure","Looking for a  developer to add features and fix bugs on my music education website.","react.js","","React","","","","","",""
"5 days ago","Development of a Social Media-Style Obituary Platform","https://www.upwork.com/jobs/Development-Social-Media-Style-Obituary-Platform_~021915527504480772009/?referrer_url_path=/nx/search/jobs/","Fixed price","Intermediate","Est. budget:","$7,500.00","📝 Job Description:
We’re building RemembrLink, a modern, social media-style obituary platform with an integrated AI obituary writing tool, interactive memorial pages, and a memorial gift store.

We’re looking for a skilled full-stack developer to build the first version (MVP). Our goal is to create a beautiful, emotionally resonant platform that’s easy to use and ready to grow.
Budget: $6,000–$8,000 (fixed-price)
Timeline: 8–10 weeks for MVP launch
________________________________________
💡 Core Features Needed in the MVP:
🧠 AI Obituary Writing Tool
•	User-friendly form for entering life details
•	Integrate with OpenAI API to generate obituary
•	Editable AI-generated output before publishing
📸 Social Media-Style Memorial Pages
•	Profile photo, cover image, bio, and obituary text, and themes
•	Comment/memory  (like a social feed)
•	Upload and display photos & videos
•	Family and friends invited to interact with pictures, stories comments, and tributes.
•	Shareable on Facebook, Twitter, Instagram
🔍 Obituary Search
•	Search by name, city, ZIP code, or funeral home
•	Filter by most recent, alphabetical, etc.
💳 Payment System
•	Accept payments for posting obituaries or unlocking premium features
•	Integrate Stripe or similar
•	Include support for promo codes and affiliate commission tracking
(e.g., for podcast promotions)
🏛️ Funeral Home Pages
•	Dedicated pages for each partner funeral home
•	Show only their obituaries
•	Add branding/logo and contact info
•	Simple portal or CMS view for management
✍️ Blog Page
•	Basic CMS or markdown-based blog section
•	For SEO-optimized guides (e.g. “How to write an obituary”)
________________________________________
🛍️ Memorial Gift Store (NEW)
We want to include an online store offering memorial trees, flowers, or symbolic gifts in memory of the deceased.
Options:
•	Use a simple native store (React + Stripe)
•	Or embed Shopify or another e-commerce provider
•	Should allow product categories, descriptions, and checkout
Product Examples:
•	“Plant a Tree in Their Memory”
•	“Send Memorial Flowers”
•	“Dedicate a Star”
💡 Bonus if you’ve integrated Shopify or donation platforms before.
________________________________________
🛠️ Preferred Tech Stack:
•	Frontend:  or Next.js
•	Backend: Node.js + Express or Firebase Functions
•	Database: Firebase Firestore or PostgreSQL
•	Payments: Stripe
•	AI Integration: OpenAI API (ChatGPT / GPT-4)
•	Hosting: Vercel / Firebase Hosting
•	Search: Algolia or Elasticsearch
________________________________________
📦 Deliverables:
•	Full MVP website, responsive on all devices
•	Admin-friendly content & obituary management
•	Memorial page template with social-style layout
•	Stripe payments, AI text generation, image upload
•	Blog & product store pages
•	Documentation for handoff & deployment
________________________________________
🧩 Nice-to-Haves (Optional for Phase 2):
•	Spotify/YouTube music embeds on memorial pages
•	Private/family-only memorial options
•	Visitor analytics or page views
________________________________________
🧠 Ideal Developer:
•	Full-stack web developer with experience in interactive platforms
•	Has built AI-integrated or social media-style apps
•	Familiar with e-commerce or donation platforms
•	Strong portfolio, clear communication, meets deadlines
________________________________________
✅ To Apply:
Please send:
1.	Your portfolio or examples of relevant work
2.	How you'd approach the AI integration
3.	Your estimated timeline and milestone breakdown
4.	Any questions or suggestions for us!","React.js","","Web Design","Web Development","Next.js","Stripe","Stripes","",""
"5 days ago","Full-Stack Developer Needed for Dashboard Modernization (React + Node.js + Azure)","https://www.upwork.com/jobs/Full-Stack-Developer-Needed-for-Dashboard-Modernization-React-Node-Azure_~021915529640432907188/?referrer_url_path=/nx/search/jobs/","Hourly: $15.00 - $20.00","Intermediate","Est. time:","1 to 3 months, 30+ hrs/week","We are seeking a skilled Full-Stack Developer or Development Team to build two modern, cloud-based dashboards that will replace existing legacy systems. These dashboards serve as key tools for internal operations and field/mobile use.

This is a remote, contract-based opportunity running through March 2026, with active stakeholder involvement and defined architecture. You’ll be responsible for full-cycle implementation, from build to secure cloud deployment.

Dashboard 1:

Internal operational platform for HR, attendance tracking, document management, and purchase approval workflows.
Web-based only, accessed by employees and admin staff.
Requires secure authentication, structured data handling, document upload management, and system audit trails.

Dashboard 2:

Mobile-accessible dashboard used by sales and field teams.
Modules include quote generation, case tracking, customer insights, training material access, and issue reporting.
Must be responsive and optionally support a mobile app version.
Will integrate with third-party systems like CRM, inventory, and analytics tools.

Tech Stack:

We’ve finalized the core technologies:
Front-End:  (with TypeScript), styled with Material UI or Tailwind
Back-End: Node.js + Express or NestJS, REST API with Swagger/OpenAPI
Database: Azure Database for PostgreSQL
Cloud Hosting: Azure App Services, Azure Static Web Apps, Azure Blob Storage
Authentication: Azure Active Directory (OAuth2 / OpenID Connect)
CI/CD & DevOps: GitHub + Azure Pipelines
Monitoring: Azure Application Insights, Azure Monitor
Security: Azure Key Vault, HTTPS, RBAC","React.js","","Node.js","React","JavaScript","API","MongoDB","",""
"5 days ago","Frontend Developer W/ AWS","https://www.upwork.com/jobs/Frontend-Developer-AWS_~021915482765108455013/?referrer_url_path=/nx/search/jobs/","Hourly","Expert","Est. time:","More than 6 months, 30+ hrs/week","Description:

We are seeking a Frontend Developer with strong expertise in , React Native, and AWS to build scalable, high-performance web and mobile applications. You will be responsible for developing intuitive user interfaces, integrating with cloud-native backend services, and ensuring responsive, seamless experiences across platforms. The role requires close collaboration with cross-functional teams, with a strong focus on clean code, modern architecture, and efficient deployments using AWS services.

Required Skills:

 - Proficiency in  and React Native
 - Strong knowledge of JavaScript (ES6+) and TypeScript
 - Experience with state management (Redux, Zustand, Context API)
 - Familiarity with React Navigation, Expo, and native modules
 - Integration experience with RESTful APIs and GraphQL
 - Hands-on experience with AWS services such as Amplify, Cognito, AppSync, S3, Lambda, and CloudFront
 - Understanding of CI/CD practices and tools like GitHub Actions or AWS CodePipeline
 - Strong grasp of responsive design, cross-platform compatibility, and performance optimization
 - Experience with version control systems, especially Git

Nice to Have:

 - AWS certifications (e.g., AWS Certified Solutions Architect, AWS Certified Developer) is a plus.","React.js","React.js","React","JavaScript","TypeScript","AWS Amplify","Amazon Web Services","React Native","RESTful API"
"5 days ago","Slate.js Developer for AI Report Generation Platform","https://www.upwork.com/jobs/Slate-Developer-for-Report-Generation-Platform_~021915528965559351813/?referrer_url_path=/nx/search/jobs/","Hourly: $15.00 - $35.00","Intermediate","Est. time:","1 to 3 months, Less than 30 hrs/week","Job Overview:
We are building an innovative platform that integrates with multiple AI Systems to create AI-driven, customizable reports. To enhance our content creation experience, we are seeking an experienced developer proficient in Slate.js, an open-source rich text editing framework (https://www.slatejs.org/).
The ideal candidate will implement a feature-rich, reliable, and user-friendly rich text editor that is fully integrated into our React/Next.js frontend.

Scope of Work:
Build a custom rich-text editor using Slate.js, enabling advanced formatting, image embedding, links, tables, dynamic content blocks, etc.

Integrate the editor seamlessly with our React/Next.js application.

Ensure compatibility, performance, and responsiveness across modern browsers.

Provide guidance and best practices around Slate.js customization and integration.

Collaborate with our product and frontend team via GitHub and Slack to ensure quality and timely delivery.

Qualifications & Skills:
Proven expertise with Slate.js (must provide examples or portfolio links).

Strong proficiency with JavaScript/TypeScript, , and Next.js.

Experience building and integrating rich-text editors into production-level applications.

Understanding of responsive design, cross-browser compatibility, and performance optimization.

Familiarity with modern frontend tooling.

Excellent problem-solving and debugging skills.

Good communication and the ability to collaborate effectively within our team.

Preferred:
Familiarity with AI or content generation tools.

Experience integrating with backend services (REST APIs, GraphQL).

Knowledge of cloud hosting (e.g., Vercel).

Deliverables:
A fully functional Slate.js editor integrated into the PromptReports.AI application.

Clear, maintainable, and well-documented source code.

A brief documentation or guide explaining the editor’s configuration and extensibility.

Timeline & Budget:
Flexible start date; project length estimated at 2–4 weeks.

Competitive hourly or fixed-price budget available; please provide your rate.

Apply by submitting your proposal, which should include relevant Slate.js project experience and your availability.

Looking forward to collaborating!","React.js","","ChatGPT API Integration","Git","HTTP","React","TypeScript","API","Markdown"
"5 days ago","Expert API Developer Needed for Amadeus Integration","https://www.upwork.com/jobs/Expert-API-Developer-Needed-for-Amadeus-Integration_~021915525551047768581/?referrer_url_path=/nx/search/jobs/","Fixed price","Expert","Est. budget:","$1,000.00","We are seeking an experienced API developer with a strong background in integrating with Amadeus services for flights, hotels, and car reservations. The ideal candidate will have a proven track record of successful API integrations and familiarity with travel industry standards. You will work closely with our team to ensure seamless functionality and optimization of our existing systems. If you're a problem-solver with strong communication skills and a passion for innovative solutions, we would love to hear from you.","","","API","API Integration","JavaScript","RESTful API","","",""
